Structured comment name	checklist	Requirement	Cardinality	cardinality	recommended
chimera_check	migs_org	-	-	-	
compl_appr	migs_org	-	-	-	
contam_score	migs_org	-	-	-	
contam_screen_input	migs_org	-	-	-	
contam_screen_param	migs_org	-	-	-	
decontam_software	migs_org	-	-	-	
detec_type	migs_org	-	-	-	
encoded_traits	migs_org	-	-	-	
host_disease_stat	migs_org	-	-	-	
host_pred_appr	migs_org	-	-	-	
host_pred_est_acc	migs_org	-	-	-	
host_spec_range	migs_org	-	-	-	
mag_cov_software	migs_org	-	-	-	
mid	migs_org	-	-	-	
num_replicons	migs_org	-	-	-	
otu_class_appr	migs_org	-	-	-	
otu_db	migs_org	-	-	-	
otu_seq_comp_appr	migs_org	-	-	-	
pathogenicity	migs_org	-	-	-	
pcr_cond	migs_org	-	-	-	
pcr_primers	migs_org	-	-	-	
ploidy	migs_org	-	-	-	
pred_genome_struc	migs_org	-	-	-	
pred_genome_type	migs_org	-	-	-	
propagation	migs_org	-	-	-	
reassembly_bin	migs_org	-	-	-	
rel_to_oxygen	migs_org	-	-	-	
seq_quality_check	migs_org	-	-	-	
single_cell_lysis_appr	migs_org	-	-	-	
single_cell_lysis_prot	migs_org	-	-	-	
size_frac	migs_org	-	-	-	
sort_tech	migs_org	-	-	-	
source_uvig	migs_org	-	-	-	
specific_host	migs_org	-	-	-	
target_gene	migs_org	-	-	-	
target_subfragment	migs_org	-	-	-	
trna_ext_software	migs_org	-	-	-	
trnas	migs_org	-	-	-	
trophic_level	migs_org	-	-	-	
vir_ident_software	migs_org	-	-	-	
virus_enrich_appr	migs_org	-	-	-	
wga_amp_appr	migs_org	-	-	-	
wga_amp_kit	migs_org	-	-	-	
16s_recover	migs_pl	-	-	-	
16s_recover_software	migs_pl	-	-	-	
bin_param	migs_pl	-	-	-	
bin_software	migs_pl	-	-	-	
biotic_relationship	migs_pl	-	-	-	
chimera_check	migs_pl	-	-	-	
compl_appr	migs_pl	-	-	-	
contam_score	migs_pl	-	-	-	
contam_screen_input	migs_pl	-	-	-	
contam_screen_param	migs_pl	-	-	-	
decontam_software	migs_pl	-	-	-	
detec_type	migs_pl	-	-	-	
extrachrom_elements	migs_pl	-	-	-	
host_disease_stat	migs_pl	-	-	-	
host_pred_appr	migs_pl	-	-	-	
host_pred_est_acc	migs_pl	-	-	-	
mag_cov_software	migs_pl	-	-	-	
mid	migs_pl	-	-	-	
num_replicons	migs_pl	-	-	-	
otu_class_appr	migs_pl	-	-	-	
otu_db	migs_pl	-	-	-	
otu_seq_comp_appr	migs_pl	-	-	-	
pathogenicity	migs_pl	-	-	-	
pcr_cond	migs_pl	-	-	-	
pcr_primers	migs_pl	-	-	-	
ploidy	migs_pl	-	-	-	
pred_genome_struc	migs_pl	-	-	-	
pred_genome_type	migs_pl	-	-	-	
reassembly_bin	migs_pl	-	-	-	
rel_to_oxygen	migs_pl	-	-	-	
seq_quality_check	migs_pl	-	-	-	
single_cell_lysis_appr	migs_pl	-	-	-	
single_cell_lysis_prot	migs_pl	-	-	-	
size_frac	migs_pl	-	-	-	
sort_tech	migs_pl	-	-	-	
source_uvig	migs_pl	-	-	-	
target_gene	migs_pl	-	-	-	
target_subfragment	migs_pl	-	-	-	
trna_ext_software	migs_pl	-	-	-	
trnas	migs_pl	-	-	-	
trophic_level	migs_pl	-	-	-	
vir_ident_software	migs_pl	-	-	-	
virus_enrich_appr	migs_pl	-	-	-	
wga_amp_appr	migs_pl	-	-	-	
wga_amp_kit	migs_pl	-	-	-	
16s_recover	migs_vi	-	-	-	
16s_recover_software	migs_vi	-	-	-	
bin_param	migs_vi	-	-	-	
bin_software	migs_vi	-	-	-	
chimera_check	migs_vi	-	-	-	
compl_appr	migs_vi	-	-	-	
contam_score	migs_vi	-	-	-	
contam_screen_input	migs_vi	-	-	-	
contam_screen_param	migs_vi	-	-	-	
decontam_software	migs_vi	-	-	-	
detec_type	migs_vi	-	-	-	
extrachrom_elements	migs_vi	-	-	-	
host_pred_appr	migs_vi	-	-	-	
host_pred_est_acc	migs_vi	-	-	-	
mag_cov_software	migs_vi	-	-	-	
mid	migs_vi	-	-	-	
otu_class_appr	migs_vi	-	-	-	
otu_db	migs_vi	-	-	-	
otu_seq_comp_appr	migs_vi	-	-	-	
pcr_cond	migs_vi	-	-	-	
pcr_primers	migs_vi	-	-	-	
ploidy	migs_vi	-	-	-	
pred_genome_struc	migs_vi	-	-	-	
pred_genome_type	migs_vi	-	-	-	
reassembly_bin	migs_vi	-	-	-	
rel_to_oxygen	migs_vi	-	-	-	
seq_quality_check	migs_vi	-	-	-	
single_cell_lysis_appr	migs_vi	-	-	-	
single_cell_lysis_prot	migs_vi	-	-	-	
size_frac	migs_vi	-	-	-	
sort_tech	migs_vi	-	-	-	
source_uvig	migs_vi	-	-	-	
target_gene	migs_vi	-	-	-	
target_subfragment	migs_vi	-	-	-	
trna_ext_software	migs_vi	-	-	-	
trnas	migs_vi	-	-	-	
trophic_level	migs_vi	-	-	-	
vir_ident_software	migs_vi	-	-	-	
wga_amp_appr	migs_vi	-	-	-	
wga_amp_kit	migs_vi	-	-	-	
biotic_relationship	mimag	-	-	-	
chimera_check	mimag	-	-	-	
detec_type	mimag	-	-	-	
encoded_traits	mimag	-	-	-	
estimated_size	mimag	-	-	-	
extrachrom_elements	mimag	-	-	-	
host_disease_stat	mimag	-	-	-	
host_pred_appr	mimag	-	-	-	
host_pred_est_acc	mimag	-	-	-	
host_spec_range	mimag	-	-	-	
isol_growth_condt	mimag	-	-	-	
num_replicons	mimag	-	-	-	
otu_class_appr	mimag	-	-	-	
otu_db	mimag	-	-	-	
otu_seq_comp_appr	mimag	-	-	-	
pathogenicity	mimag	-	-	-	
pcr_cond	mimag	-	-	-	
pcr_primers	mimag	-	-	-	
ploidy	mimag	-	-	-	
pred_genome_struc	mimag	-	-	-	
pred_genome_type	mimag	-	-	-	
propagation	mimag	-	-	-	
seq_quality_check	mimag	-	-	-	
single_cell_lysis_appr	mimag	-	-	-	
single_cell_lysis_prot	mimag	-	-	-	
sort_tech	mimag	-	-	-	
source_uvig	mimag	-	-	-	
specific_host	mimag	-	-	-	
subspecf_gen_lin	mimag	-	-	-	
target_gene	mimag	-	-	-	
target_subfragment	mimag	-	-	-	
trophic_level	mimag	-	-	-	
vir_ident_software	mimag	-	-	-	
virus_enrich_appr	mimag	-	-	-	
wga_amp_appr	mimag	-	-	-	
wga_amp_kit	mimag	-	-	-	
16s_recover	mimarks_c	-	-	-	
16s_recover_software	mimarks_c	-	-	-	
adapters	mimarks_c	-	-	-	
annot	mimarks_c	-	-	-	
assembly_name	mimarks_c	-	-	-	
assembly_qual	mimarks_c	-	-	-	
assembly_software	mimarks_c	-	-	-	
bin_param	mimarks_c	-	-	-	
bin_software	mimarks_c	-	-	-	
compl_appr	mimarks_c	-	-	-	
compl_score	mimarks_c	-	-	-	
compl_software	mimarks_c	-	-	-	
contam_score	mimarks_c	-	-	-	
contam_screen_input	mimarks_c	-	-	-	
contam_screen_param	mimarks_c	-	-	-	
decontam_software	mimarks_c	-	-	-	
detec_type	mimarks_c	-	-	-	
encoded_traits	mimarks_c	-	-	-	
estimated_size	mimarks_c	-	-	-	
feat_pred	mimarks_c	-	-	-	
host_disease_stat	mimarks_c	-	-	-	
host_pred_appr	mimarks_c	-	-	-	
host_pred_est_acc	mimarks_c	-	-	-	
host_spec_range	mimarks_c	-	-	-	
lib_layout	mimarks_c	-	-	-	
lib_reads_seqd	mimarks_c	-	-	-	
lib_screen	mimarks_c	-	-	-	
lib_size	mimarks_c	-	-	-	
lib_vector	mimarks_c	-	-	-	
mag_cov_software	mimarks_c	-	-	-	
mid	mimarks_c	-	-	-	
num_replicons	mimarks_c	-	-	-	
number_contig	mimarks_c	-	-	-	
otu_class_appr	mimarks_c	-	-	-	
otu_db	mimarks_c	-	-	-	
otu_seq_comp_appr	mimarks_c	-	-	-	
pathogenicity	mimarks_c	-	-	-	
ploidy	mimarks_c	-	-	-	
pred_genome_struc	mimarks_c	-	-	-	
pred_genome_type	mimarks_c	-	-	-	
propagation	mimarks_c	-	-	-	
reassembly_bin	mimarks_c	-	-	-	
ref_biomaterial	mimarks_c	-	-	-	
ref_db	mimarks_c	-	-	-	
sim_search_meth	mimarks_c	-	-	-	
single_cell_lysis_appr	mimarks_c	-	-	-	
single_cell_lysis_prot	mimarks_c	-	-	-	
size_frac	mimarks_c	-	-	-	
sort_tech	mimarks_c	-	-	-	
source_uvig	mimarks_c	-	-	-	
specific_host	mimarks_c	-	-	-	
tax_class	mimarks_c	-	-	-	
tax_ident	mimarks_c	-	-	-	
trna_ext_software	mimarks_c	-	-	-	
trnas	mimarks_c	-	-	-	
vir_ident_software	mimarks_c	-	-	-	
virus_enrich_appr	mimarks_c	-	-	-	
wga_amp_appr	mimarks_c	-	-	-	
wga_amp_kit	mimarks_c	-	-	-	
16s_recover	mimarks_s	-	-	-	
16s_recover_software	mimarks_s	-	-	-	
annot	mimarks_s	-	-	-	
assembly_name	mimarks_s	-	-	-	
assembly_qual	mimarks_s	-	-	-	
bin_param	mimarks_s	-	-	-	
bin_software	mimarks_s	-	-	-	
biotic_relationship	mimarks_s	-	-	-	
compl_appr	mimarks_s	-	-	-	
compl_score	mimarks_s	-	-	-	
compl_software	mimarks_s	-	-	-	
contam_score	mimarks_s	-	-	-	
contam_screen_input	mimarks_s	-	-	-	
contam_screen_param	mimarks_s	-	-	-	
decontam_software	mimarks_s	-	-	-	
detec_type	mimarks_s	-	-	-	
encoded_traits	mimarks_s	-	-	-	
estimated_size	mimarks_s	-	-	-	
extrachrom_elements	mimarks_s	-	-	-	
feat_pred	mimarks_s	-	-	-	
host_disease_stat	mimarks_s	-	-	-	
host_pred_appr	mimarks_s	-	-	-	
host_pred_est_acc	mimarks_s	-	-	-	
host_spec_range	mimarks_s	-	-	-	
isol_growth_condt	mimarks_s	-	-	-	
mag_cov_software	mimarks_s	-	-	-	
num_replicons	mimarks_s	-	-	-	
number_contig	mimarks_s	-	-	-	
otu_class_appr	mimarks_s	-	-	-	
otu_db	mimarks_s	-	-	-	
otu_seq_comp_appr	mimarks_s	-	-	-	
pathogenicity	mimarks_s	-	-	-	
ploidy	mimarks_s	-	-	-	
pred_genome_struc	mimarks_s	-	-	-	
pred_genome_type	mimarks_s	-	-	-	
propagation	mimarks_s	-	-	-	
reassembly_bin	mimarks_s	-	-	-	
ref_biomaterial	mimarks_s	-	-	-	
ref_db	mimarks_s	-	-	-	
sim_search_meth	mimarks_s	-	-	-	
single_cell_lysis_appr	mimarks_s	-	-	-	
single_cell_lysis_prot	mimarks_s	-	-	-	
sort_tech	mimarks_s	-	-	-	
source_uvig	mimarks_s	-	-	-	
specific_host	mimarks_s	-	-	-	
subspecf_gen_lin	mimarks_s	-	-	-	
tax_class	mimarks_s	-	-	-	
tax_ident	mimarks_s	-	-	-	
trna_ext_software	mimarks_s	-	-	-	
trnas	mimarks_s	-	-	-	
trophic_level	mimarks_s	-	-	-	
vir_ident_software	mimarks_s	-	-	-	
virus_enrich_appr	mimarks_s	-	-	-	
wga_amp_appr	mimarks_s	-	-	-	
wga_amp_kit	mimarks_s	-	-	-	
16s_recover	mims	-	-	-	
16s_recover_software	mims	-	-	-	
bin_param	mims	-	-	-	
bin_software	mims	-	-	-	
biotic_relationship	mims	-	-	-	
chimera_check	mims	-	-	-	
compl_appr	mims	-	-	-	
compl_score	mims	-	-	-	
compl_software	mims	-	-	-	
contam_score	mims	-	-	-	
contam_screen_input	mims	-	-	-	
contam_screen_param	mims	-	-	-	
decontam_software	mims	-	-	-	
detec_type	mims	-	-	-	
encoded_traits	mims	-	-	-	
estimated_size	mims	-	-	-	
extrachrom_elements	mims	-	-	-	
host_disease_stat	mims	-	-	-	
host_pred_appr	mims	-	-	-	
host_pred_est_acc	mims	-	-	-	
host_spec_range	mims	-	-	-	
isol_growth_condt	mims	-	-	-	
mag_cov_software	mims	-	-	-	
num_replicons	mims	-	-	-	
otu_class_appr	mims	-	-	-	
otu_db	mims	-	-	-	
otu_seq_comp_appr	mims	-	-	-	
pathogenicity	mims	-	-	-	
pcr_cond	mims	-	-	-	
pcr_primers	mims	-	-	-	
ploidy	mims	-	-	-	
pred_genome_struc	mims	-	-	-	
pred_genome_type	mims	-	-	-	
propagation	mims	-	-	-	
reassembly_bin	mims	-	-	-	
seq_quality_check	mims	-	-	-	
single_cell_lysis_appr	mims	-	-	-	
single_cell_lysis_prot	mims	-	-	-	
sort_tech	mims	-	-	-	
source_uvig	mims	-	-	-	
specific_host	mims	-	-	-	
subspecf_gen_lin	mims	-	-	-	
target_gene	mims	-	-	-	
target_subfragment	mims	-	-	-	
tax_ident	mims	-	-	-	
trna_ext_software	mims	-	-	-	
trnas	mims	-	-	-	
trophic_level	mims	-	-	-	
vir_ident_software	mims	-	-	-	
virus_enrich_appr	mims	-	-	-	
wga_amp_appr	mims	-	-	-	
wga_amp_kit	mims	-	-	-	
bin_param	misag	-	-	-	
bin_software	misag	-	-	-	
biotic_relationship	misag	-	-	-	
chimera_check	misag	-	-	-	
detec_type	misag	-	-	-	
encoded_traits	misag	-	-	-	
estimated_size	misag	-	-	-	
extrachrom_elements	misag	-	-	-	
host_disease_stat	misag	-	-	-	
host_pred_appr	misag	-	-	-	
host_pred_est_acc	misag	-	-	-	
host_spec_range	misag	-	-	-	
isol_growth_condt	misag	-	-	-	
mag_cov_software	misag	-	-	-	
num_replicons	misag	-	-	-	
otu_class_appr	misag	-	-	-	
otu_db	misag	-	-	-	
otu_seq_comp_appr	misag	-	-	-	
pathogenicity	misag	-	-	-	
pcr_cond	misag	-	-	-	
pcr_primers	misag	-	-	-	
ploidy	misag	-	-	-	
pred_genome_struc	misag	-	-	-	
pred_genome_type	misag	-	-	-	
propagation	misag	-	-	-	
reassembly_bin	misag	-	-	-	
seq_quality_check	misag	-	-	-	
source_uvig	misag	-	-	-	
specific_host	misag	-	-	-	
subspecf_gen_lin	misag	-	-	-	
target_gene	misag	-	-	-	
target_subfragment	misag	-	-	-	
trophic_level	misag	-	-	-	
vir_ident_software	misag	-	-	-	
virus_enrich_appr	misag	-	-	-	
16s_recover	miuvig	-	-	-	
16s_recover_software	miuvig	-	-	-	
chimera_check	miuvig	-	-	-	
contam_score	miuvig	-	-	-	
contam_screen_input	miuvig	-	-	-	
contam_screen_param	miuvig	-	-	-	
decontam_software	miuvig	-	-	-	
encoded_traits	miuvig	-	-	-	
extrachrom_elements	miuvig	-	-	-	
isol_growth_condt	miuvig	-	-	-	
num_replicons	miuvig	-	-	-	
pcr_cond	miuvig	-	-	-	
pcr_primers	miuvig	-	-	-	
ploidy	miuvig	-	-	-	
propagation	miuvig	-	-	-	
rel_to_oxygen	miuvig	-	-	-	
seq_quality_check	miuvig	-	-	-	
subspecf_gen_lin	miuvig	-	-	-	
target_gene	miuvig	-	-	-	
target_subfragment	miuvig	-	-	-	
trophic_level	miuvig	-	-	-	
adapters	migs_ba	C	EM		TRUE
annot	migs_ba	C	EM		TRUE
assembly_name	migs_ba	C	EM		TRUE
associated resource	migs_ba	C	EM		TRUE
biotic_relationship	migs_ba	C	EM		TRUE
extrachrom_elements	migs_ba	C	EM		TRUE
host_disease_stat	migs_ba	C	EM		TRUE
neg_cont_type	migs_ba	C	EM		TRUE
nucl_acid_amp	migs_ba	C	EM		TRUE
nucl_acid_ext	migs_ba	C	EM		TRUE
pathogenicity	migs_ba	C	EM		TRUE
pos_cont_type	migs_ba	C	EM		TRUE
rel_to_oxygen	migs_ba	C	EM		TRUE
sop	migs_ba	C	EM		TRUE
source_mat_id	migs_ba	C	EM		TRUE
specific_host	migs_ba	C	EM		TRUE
subspecf_gen_lin	migs_ba	C	EM		TRUE
tax_ident	migs_ba	C	EM		TRUE
trophic_level	migs_ba	C	EM		TRUE
adapters	migs_eu	C	EM		TRUE
annot	migs_eu	C	EM		TRUE
assembly_name	migs_eu	C	EM		TRUE
associated resource	migs_eu	C	EM		TRUE
neg_cont_type	migs_eu	C	EM		TRUE
nucl_acid_amp	migs_eu	C	EM		TRUE
nucl_acid_ext	migs_eu	C	EM		TRUE
pathogenicity	migs_eu	C	EM		TRUE
pos_cont_type	migs_eu	C	EM		TRUE
propagation	migs_eu	C	EM		TRUE
sop	migs_eu	C	EM		TRUE
source_mat_id	migs_eu	C	EM		TRUE
subspecf_gen_lin	migs_eu	C	EM		TRUE
tax_ident	migs_eu	C	EM		TRUE
trophic_level	migs_eu	C	EM		TRUE
adapters	migs_org	C	EM		TRUE
annot	migs_org	C	EM		TRUE
assembly_name	migs_org	C	EM		TRUE
associated resource	migs_org	C	EM		TRUE
extrachrom_elements	migs_org	C	EM		TRUE
neg_cont_type	migs_org	C	EM		TRUE
nucl_acid_amp	migs_org	C	EM		TRUE
nucl_acid_ext	migs_org	C	EM		TRUE
pos_cont_type	migs_org	C	EM		TRUE
sop	migs_org	C	EM		TRUE
source_mat_id	migs_org	C	EM		TRUE
subspecf_gen_lin	migs_org	C	EM		TRUE
tax_ident	migs_org	C	EM		TRUE
adapters	migs_pl	C	EM		TRUE
annot	migs_pl	C	EM		TRUE
assembly_name	migs_pl	C	EM		TRUE
associated resource	migs_pl	C	EM		TRUE
encoded_traits	migs_pl	C	EM		TRUE
neg_cont_type	migs_pl	C	EM		TRUE
nucl_acid_amp	migs_pl	C	EM		TRUE
nucl_acid_ext	migs_pl	C	EM		TRUE
pos_cont_type	migs_pl	C	EM		TRUE
sop	migs_pl	C	EM		TRUE
source_mat_id	migs_pl	C	EM		TRUE
specific_host	migs_pl	C	EM		TRUE
subspecf_gen_lin	migs_pl	C	EM		TRUE
tax_ident	migs_pl	C	EM		TRUE
adapters	migs_vi	C	EM		TRUE
annot	migs_vi	C	EM		TRUE
assembly_name	migs_vi	C	EM		TRUE
associated resource	migs_vi	C	EM		TRUE
encoded_traits	migs_vi	C	EM		TRUE
host_disease_stat	migs_vi	C	EM		TRUE
host_spec_range	migs_vi	C	EM		TRUE
neg_cont_type	migs_vi	C	EM		TRUE
nucl_acid_amp	migs_vi	C	EM		TRUE
nucl_acid_ext	migs_vi	C	EM		TRUE
num_replicons	migs_vi	C	EM		TRUE
pathogenicity	migs_vi	C	EM		TRUE
pos_cont_type	migs_vi	C	EM		TRUE
sop	migs_vi	C	EM		TRUE
source_mat_id	migs_vi	C	EM		TRUE
specific_host	migs_vi	C	EM		TRUE
subspecf_gen_lin	migs_vi	C	EM		TRUE
tax_ident	migs_vi	C	EM		TRUE
virus_enrich_appr	migs_vi	C	EM		TRUE
adapters	mimag	C	EM		TRUE
assembly_name	mimag	C	EM		TRUE
associated resource	mimag	C	EM		TRUE
experimental_factor	mimag	C	EM		TRUE
lib_layout	mimag	C	EM		TRUE
lib_reads_seqd	mimag	C	EM		TRUE
lib_screen	mimag	C	EM		TRUE
lib_size	mimag	C	EM		TRUE
lib_vector	mimag	C	EM		TRUE
mid	mimag	C	EM		TRUE
neg_cont_type	mimag	C	EM		TRUE
nucl_acid_amp	mimag	C	EM		TRUE
nucl_acid_ext	mimag	C	EM		TRUE
pos_cont_type	mimag	C	EM		TRUE
samp_collec_device	mimag	C	EM		TRUE
samp_collec_method	mimag	C	EM		TRUE
samp_mat_process	mimag	C	EM		TRUE
samp_size	mimag	C	EM		TRUE
sop	mimag	C	EM		TRUE
source_mat_id	mimag	C	EM		TRUE
associated resource	mimarks_c	C	EM		TRUE
biotic_relationship	mimarks_c	C	EM		TRUE
chimera_check	mimarks_c	C	EM		TRUE
neg_cont_type	mimarks_c	C	EM		TRUE
nucl_acid_amp	mimarks_c	C	EM		TRUE
nucl_acid_ext	mimarks_c	C	EM		TRUE
pcr_cond	mimarks_c	C	EM		TRUE
pcr_primers	mimarks_c	C	EM		TRUE
pos_cont_type	mimarks_c	C	EM		TRUE
rel_to_oxygen	mimarks_c	C	EM		TRUE
samp_mat_process	mimarks_c	C	EM		TRUE
seq_quality_check	mimarks_c	C	EM		TRUE
sop	mimarks_c	C	EM		TRUE
source_mat_id	mimarks_c	C	EM		TRUE
subspecf_gen_lin	mimarks_c	C	EM		TRUE
target_subfragment	mimarks_c	C	EM		TRUE
trophic_level	mimarks_c	C	EM		TRUE
adapters	mimarks_s	C	EM		TRUE
assembly_software	mimarks_s	C	EM		TRUE
associated resource	mimarks_s	C	EM		TRUE
chimera_check	mimarks_s	C	EM		TRUE
experimental_factor	mimarks_s	C	EM		TRUE
lib_layout	mimarks_s	C	EM		TRUE
lib_reads_seqd	mimarks_s	C	EM		TRUE
lib_screen	mimarks_s	C	EM		TRUE
lib_size	mimarks_s	C	EM		TRUE
lib_vector	mimarks_s	C	EM		TRUE
mid	mimarks_s	C	EM		TRUE
neg_cont_type	mimarks_s	C	EM		TRUE
nucl_acid_amp	mimarks_s	C	EM		TRUE
nucl_acid_ext	mimarks_s	C	EM		TRUE
pcr_cond	mimarks_s	C	EM		TRUE
pcr_primers	mimarks_s	C	EM		TRUE
pos_cont_type	mimarks_s	C	EM		TRUE
samp_collec_device	mimarks_s	C	EM		TRUE
samp_collec_method	mimarks_s	C	EM		TRUE
samp_mat_process	mimarks_s	C	EM		TRUE
samp_size	mimarks_s	C	EM		TRUE
seq_quality_check	mimarks_s	C	EM		TRUE
sop	mimarks_s	C	EM		TRUE
source_mat_id	mimarks_s	C	EM		TRUE
target_subfragment	mimarks_s	C	EM		TRUE
adapters	mims	C	EM		TRUE
annot	mims	C	EM		TRUE
assembly_name	mims	C	EM		TRUE
assembly_qual	mims	C	EM		TRUE
assembly_software	mims	C	EM		TRUE
associated resource	mims	C	EM		TRUE
experimental_factor	mims	C	EM		TRUE
lib_layout	mims	C	EM		TRUE
lib_reads_seqd	mims	C	EM		TRUE
lib_screen	mims	C	EM		TRUE
lib_size	mims	C	EM		TRUE
lib_vector	mims	C	EM		TRUE
mid	mims	C	EM		TRUE
neg_cont_type	mims	C	EM		TRUE
nucl_acid_amp	mims	C	EM		TRUE
nucl_acid_ext	mims	C	EM		TRUE
number_contig	mims	C	EM		TRUE
pos_cont_type	mims	C	EM		TRUE
samp_collec_device	mims	C	EM		TRUE
samp_collec_method	mims	C	EM		TRUE
samp_mat_process	mims	C	EM		TRUE
samp_size	mims	C	EM		TRUE
sop	mims	C	EM		TRUE
source_mat_id	mims	C	EM		TRUE
adapters	misag	C	EM		TRUE
assembly_name	misag	C	EM		TRUE
associated resource	misag	C	EM		TRUE
experimental_factor	misag	C	EM		TRUE
lib_layout	misag	C	EM		TRUE
lib_reads_seqd	misag	C	EM		TRUE
lib_screen	misag	C	EM		TRUE
lib_size	misag	C	EM		TRUE
lib_vector	misag	C	EM		TRUE
mid	misag	C	EM		TRUE
neg_cont_type	misag	C	EM		TRUE
nucl_acid_amp	misag	C	EM		TRUE
nucl_acid_ext	misag	C	EM		TRUE
pos_cont_type	misag	C	EM		TRUE
samp_collec_device	misag	C	EM		TRUE
samp_collec_method	misag	C	EM		TRUE
samp_mat_process	misag	C	EM		TRUE
samp_size	misag	C	EM		TRUE
sop	misag	C	EM		TRUE
source_mat_id	misag	C	EM		TRUE
adapters	miuvig	C	EM		TRUE
assembly_name	miuvig	C	EM		TRUE
associated resource	miuvig	C	EM		TRUE
bin_param	miuvig	C	EM		TRUE
bin_software	miuvig	C	EM		TRUE
compl_appr	miuvig	C	EM		TRUE
compl_score	miuvig	C	EM		TRUE
experimental_factor	miuvig	C	EM		TRUE
feat_pred	miuvig	C	EM		TRUE
host_disease_stat	miuvig	C	EM		TRUE
host_pred_appr	miuvig	C	EM		TRUE
host_pred_est_acc	miuvig	C	EM		TRUE
lib_layout	miuvig	C	EM		TRUE
lib_reads_seqd	miuvig	C	EM		TRUE
lib_screen	miuvig	C	EM		TRUE
lib_size	miuvig	C	EM		TRUE
lib_vector	miuvig	C	EM		TRUE
mid	miuvig	C	EM		TRUE
neg_cont_type	miuvig	C	EM		TRUE
nucl_acid_amp	miuvig	C	EM		TRUE
nucl_acid_ext	miuvig	C	EM		TRUE
otu_class_appr	miuvig	C	EM		TRUE
otu_db	miuvig	C	EM		TRUE
otu_seq_comp_appr	miuvig	C	EM		TRUE
pos_cont_type	miuvig	C	EM		TRUE
reassembly_bin	miuvig	C	EM		TRUE
ref_db	miuvig	C	EM		TRUE
